Ref_Date,GEO,Value
2012,"Amos, Quebec",388
2013,"Amos, Quebec",386
2009,"Amos, Quebec",396
2010,"Amos, Quebec",399
2011,"Amos, Quebec",413
2012,"Amos, Quebec",424
2013,"Amos, Quebec",422
2009,"Amos, Quebec",493
2010,"Amos, Quebec",510
2011,"Amos, Quebec",519
2012,"Amos, Quebec",542
2013,"Amos, Quebec",570
2009,"Amos, Quebec",534
2010,"Amos, Quebec",549
2011,"Amos, Quebec",564
2012,"Amos, Quebec",593
2013,"Amos, Quebec",578
2009,"Baie-Comeau, Quebec",376
2010,"Baie-Comeau, Quebec",384
2011,"Baie-Comeau, Quebec",394
2012,"Baie-Comeau, Quebec",385
2013,"Baie-Comeau, Quebec",392
2009,"Baie-Comeau, Quebec",454
2010,"Baie-Comeau, Quebec",468
2011,"Baie-Comeau, Quebec",476
2012,"Baie-Comeau, Quebec",468
2013,"Baie-Comeau, Quebec",481
2009,"Baie-Comeau, Quebec",555
2010,"Baie-Comeau, Quebec",567
2011,"Baie-Comeau, Quebec",575
2012,"Baie-Comeau, Quebec",582
2013,"Baie-Comeau, Quebec",599
2009,"Baie-Comeau, Quebec",586
2010,"Baie-Comeau, Quebec",605
2011,"Baie-Comeau, Quebec",645
2012,"Baie-Comeau, Quebec",641
2013,"Baie-Comeau, Quebec",655
2009,"Baie-Comeau, Quebec",..
2010,"Baie-Comeau, Quebec",..
2011,"Baie-Comeau, Quebec",..
2012,"Baie-Comeau, Quebec",..
2013,"Baie-Comeau, Quebec",..
2009,"Baie-Comeau, Quebec",..
2010,"Baie-Comeau, Quebec",..
2011,"Baie-Comeau, Quebec",..
2012,"Baie-Comeau, Quebec",..
2013,"Baie-Comeau, Quebec",..
2009,"Baie-Comeau, Quebec",F
2010,"Baie-Comeau, Quebec",F
2011,"Baie-Comeau, Quebec",F
2012,"Baie-Comeau, Quebec",F
2013,"Baie-Comeau, Quebec",F
2009,"Baie-Comeau, Quebec",..
2010,"Baie-Comeau, Quebec",..
2011,"Baie-Comeau, Quebec",..
2012,"Baie-Comeau, Quebec",..
2013,"Baie-Comeau, Quebec",..
2009,"Baie-Comeau, Quebec",376
2010,"Baie-Comeau, Quebec",384
2011,"Baie-Comeau, Quebec",394
2012,"Baie-Comeau, Quebec",385
2013,"Baie-Comeau, Quebec",392
2009,"Baie-Comeau, Quebec",454
2010,"Baie-Comeau, Quebec",468
2011,"Baie-Comeau, Quebec",476
2012,"Baie-Comeau, Quebec",468
2013,"Baie-Comeau, Quebec",481
2009,"Baie-Comeau, Quebec",554
2010,"Baie-Comeau, Quebec",564
2011,"Baie-Comeau, Quebec",570
2012,"Baie-Comeau, Quebec",578
2013,"Baie-Comeau, Quebec",595
2009,"Baie-Comeau, Quebec",586
2010,"Baie-Comeau, Quebec",605
2011,"Baie-Comeau, Quebec",645
2012,"Baie-Comeau, Quebec",641
2013,"Baie-Comeau, Quebec",655
2009,"Baie-Comeau, Quebec",368
2010,"Baie-Comeau, Quebec",380
2011,"Baie-Comeau, Quebec",393
2012,"Baie-Comeau, Quebec",383
2013,"Baie-Comeau, Quebec",388
2009,"Baie-Comeau, Quebec",461
2010,"Baie-Comeau, Quebec",474
2011,"Baie-Comeau, Quebec",481
2012,"Baie-Comeau, Quebec",474
2013,"Baie-Comeau, Quebec",488
2009,"Baie-Comeau, Quebec",554
2010,"Baie-Comeau, Quebec",566
2011,"Baie-Comeau, Quebec",577
2012,"Baie-Comeau, Quebec",582
2013,"Baie-Comeau, Quebec",601
2009,"Baie-Comeau, Quebec",587
2010,"Baie-Comeau, Quebec",609
2011,"Baie-Comeau, Quebec",654
2012,"Baie-Comeau, Quebec",651
2013,"Baie-Comeau, Quebec",667
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2010,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2011,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2012,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2013,"Campbellton, Quebec part, New-Brunswick/Quebec",..
2009,"Cowansville, Quebec",352
2010,"Cowansville, Quebec",361
2011,"Cowansville, Quebec",367
2012,"Cowansville, Quebec",356
2013,"Cowansville, Quebec",374
2009,"Cowansville, Quebec",408
2010,"Cowansville, Quebec",409
2011,"Cowansville, Quebec",432
2012,"Cowansville, Quebec",426
2013,"Cowansville, Quebec",439
2009,"Cowansville, Quebec",510
2010,"Cowansville, Quebec",527
2011,"Cowansville, Quebec",529
2012,"Cowansville, Quebec",542
2013,"Cowansville, Quebec",558
2009,"Cowansville, Quebec",542
2010,"Cowansville, Quebec",549
2011,"Cowansville, Quebec",565
2012,"Cowansville, Quebec",573
2013,"Cowansville, Quebec",606
2009,"Cowansville, Quebec",..
2010,"Cowansville, Quebec",..
2011,"Cowansville, Quebec",..
2012,"Cowansville, Quebec",..
2013,"Cowansville, Quebec",..
2009,"Cowansville, Quebec",..
2010,"Cowansville, Quebec",..
2011,"Cowansville, Quebec",..
2012,"Cowansville, Quebec",..
2013,"Cowansville, Quebec",..
2009,"Cowansville, Quebec",..
2010,"Cowansville, Quebec",..
2011,"Cowansville, Quebec",..
2012,"Cowansville, Quebec",..
2013,"Cowansville, Quebec",..
2009,"Cowansville, Quebec",..
2010,"Cowansville, Quebec",..
2011,"Cowansville, Quebec",..
2012,"Cowansville, Quebec",..
2013,"Cowansville, Quebec",..
2009,"Cowansville, Quebec",352
2010,"Cowansville, Quebec",361
2011,"Cowansville, Quebec",367
2012,"Cowansville, Quebec",356
2013,"Cowansville, Quebec",374
2009,"Cowansville, Quebec",408
2010,"Cowansville, Quebec",409
2011,"Cowansville, Quebec",432
2012,"Cowansville, Quebec",426
2013,"Cowansville, Quebec",439
2009,"Cowansville, Quebec",510
2010,"Cowansville, Quebec",527
2011,"Cowansville, Quebec",529
2012,"Cowansville, Quebec",542
2013,"Cowansville, Quebec",558
2009,"Cowansville, Quebec",542
2010,"Cowansville, Quebec",549
2011,"Cowansville, Quebec",565
2012,"Cowansville, Quebec",573
2013,"Cowansville, Quebec",606
2009,"Cowansville, Quebec",356
2010,"Cowansville, Quebec",359
2011,"Cowansville, Quebec",365
2012,"Cowansville, Quebec",352
2013,"Cowansville, Quebec",374
2009,"Cowansville, Quebec",415
2010,"Cowansville, Quebec",416
2011,"Cowansville, Quebec",438
2012,"Cowansville, Quebec",431
2013,"Cowansville, Quebec",444
2009,"Cowansville, Quebec",514
2010,"Cowansville, Quebec",527
2011,"Cowansville, Quebec",528
2012,"Cowansville, Quebec",539
2013,"Cowansville, Quebec",560
2009,"Cowansville, Quebec",536
2010,"Cowansville, Quebec",543
2011,"Cowansville, Quebec",552
2012,"Cowansville, Quebec",560
2013,"Cowansville, Quebec",585
2009,"Dolbeau-Mistassini, Quebec",308
2010,"Dolbeau-Mistassini, Quebec",F
2011,"Dolbeau-Mistassini, Quebec",305
2012,"Dolbeau-Mistassini, Quebec",280
2013,"Dolbeau-Mistassini, Quebec",283
2009,"Dolbeau-Mistassini, Quebec",371
2010,"Dolbeau-Mistassini, Quebec",381
2011,"Dolbeau-Mistassini, Quebec",397
2012,"Dolbeau-Mistassini, Quebec",344
2013,"Dolbeau-Mistassini, Quebec",353
2009,"Dolbeau-Mistassini, Quebec",441
2010,"Dolbeau-Mistassini, Quebec",458
2011,"Dolbeau-Mistassini, Quebec",458
2012,"Dolbeau-Mistassini, Quebec",426
2013,"Dolbeau-Mistassini, Quebec",441
2009,"Dolbeau-Mistassini, Quebec",474
2010,"Dolbeau-Mistassini, Quebec",487
2011,"Dolbeau-Mistassini, Quebec",494
2012,"Dolbeau-Mistassini, Quebec",458
2013,"Dolbeau-Mistassini, Quebec",460
2009,"Dolbeau-Mistassini, Quebec",..
2010,"Dolbeau-Mistassini, Quebec",..
2011,"Dolbeau-Mistassini, Quebec",..
2012,"Dolbeau-Mistassini, Quebec",..
2013,"Dolbeau-Mistassini, Quebec",..
2009,"Dolbeau-Mistassini, Quebec",..
2010,"Dolbeau-Mistassini, Quebec",..
2011,"Dolbeau-Mistassini, Quebec",..
2012,"Dolbeau-Mistassini, Quebec",..
2013,"Dolbeau-Mistassini, Quebec",..
2009,"Dolbeau-Mistassini, Quebec",..
2010,"Dolbeau-Mistassini, Quebec",..
2011,"Dolbeau-Mistassini, Quebec",..
2012,"Dolbeau-Mistassini, Quebec",..
2013,"Dolbeau-Mistassini, Quebec",..
2009,"Dolbeau-Mistassini, Quebec",..
2010,"Dolbeau-Mistassini, Quebec",..
2011,"Dolbeau-Mistassini, Quebec",..
2012,"Dolbeau-Mistassini, Quebec",..
2013,"Dolbeau-Mistassini, Quebec",..
2009,"Dolbeau-Mistassini, Quebec",308
2010,"Dolbeau-Mistassini, Quebec",F
2011,"Dolbeau-Mistassini, Quebec",305
2012,"Dolbeau-Mistassini, Quebec",280
2013,"Dolbeau-Mistassini, Quebec",283
2009,"Dolbeau-Mistassini, Quebec",371
2010,"Dolbeau-Mistassini, Quebec",381
2011,"Dolbeau-Mistassini, Quebec",397
2012,"Dolbeau-Mistassini, Quebec",344
2013,"Dolbeau-Mistassini, Quebec",353
2009,"Dolbeau-Mistassini, Quebec",441
2010,"Dolbeau-Mistassini, Quebec",458
2011,"Dolbeau-Mistassini, Quebec",458
2012,"Dolbeau-Mistassini, Quebec",426
2013,"Dolbeau-Mistassini, Quebec",441
2009,"Dolbeau-Mistassini, Quebec",474
2010,"Dolbeau-Mistassini, Quebec",487
2011,"Dolbeau-Mistassini, Quebec",494
2012,"Dolbeau-Mistassini, Quebec",458
2013,"Dolbeau-Mistassini, Quebec",460
2009,"Dolbeau-Mistassini, Quebec",F
2010,"Dolbeau-Mistassini, Quebec",F
2011,"Dolbeau-Mistassini, Quebec",F
2012,"Dolbeau-Mistassini, Quebec",273
2013,"Dolbeau-Mistassini, Quebec",273
2009,"Dolbeau-Mistassini, Quebec",352
2010,"Dolbeau-Mistassini, Quebec",372
2011,"Dolbeau-Mistassini, Quebec",380
2012,"Dolbeau-Mistassini, Quebec",325
2013,"Dolbeau-Mistassini, Quebec",346
2009,"Dolbeau-Mistassini, Quebec",470
2010,"Dolbeau-Mistassini, Quebec",474
2011,"Dolbeau-Mistassini, Quebec",478
2012,"Dolbeau-Mistassini, Quebec",426
2013,"Dolbeau-Mistassini, Quebec",445
2009,"Dolbeau-Mistassini, Quebec",451
2010,"Dolbeau-Mistassini, Quebec",464
2011,"Dolbeau-Mistassini, Quebec",477
2012,"Dolbeau-Mistassini, Quebec",433
2013,"Dolbeau-Mistassini, Quebec",434
2009,"Drummondville, Quebec",356
2010,"Drummondville, Quebec",361
2011,"Drummondville, Quebec",378
2012,"Drummondville, Quebec",371
2013,"Drummondville, Quebec",374
2009,"Drummondville, Quebec",475
2010,"Drummondville, Quebec",480
2011,"Drummondville, Quebec",482
2012,"Drummondville, Quebec",458
2013,"Drummondville, Quebec",478
2009,"Drummondville, Quebec",528
2010,"Drummondville, Quebec",539
2011,"Drummondville, Quebec",542
2012,"Drummondville, Quebec",545
2013,"Drummondville, Quebec",553
2009,"Drummondville, Quebec",575
2010,"Drummondville, Quebec",598
2011,"Drummondville, Quebec",616
2012,"Drummondville, Quebec",605
2013,"Drummondville, Quebec",626
2009,"Drummondville, Quebec",..
2010,"Drummondville, Quebec",..
2011,"Drummondville, Quebec",..
2012,"Drummondville, Quebec",..
2013,"Drummondville, Quebec",F
2009,"Drummondville, Quebec",F
2010,"Drummondville, Quebec",F
2011,"Drummondville, Quebec",F
2012,"Drummondville, Quebec",F
2013,"Drummondville, Quebec",F
2009,"Drummondville, Quebec",619
2010,"Drummondville, Quebec",614
2011,"Drummondville, Quebec",F
2012,"Drummondville, Quebec",634
2013,"Drummondville, Quebec",F
2009,"Drummondville, Quebec",599
2010,"Drummondville, Quebec",632
2011,"Drummondville, Quebec",650
2012,"Drummondville, Quebec",641
2013,"Drummondville, Quebec",638
2009,"Drummondville, Quebec",356
2010,"Drummondville, Quebec",361
2011,"Drummondville, Quebec",378
2012,"Drummondville, Quebec",371
2013,"Drummondville, Quebec",374
2009,"Drummondville, Quebec",475
2010,"Drummondville, Quebec",480
2011,"Drummondville, Quebec",482
2012,"Drummondville, Quebec",458
2013,"Drummondville, Quebec",478
2009,"Drummondville, Quebec",528
2010,"Drummondville, Quebec",539
2011,"Drummondville, Quebec",542
2012,"Drummondville, Quebec",545
2013,"Drummondville, Quebec",553
2009,"Drummondville, Quebec",575
2010,"Drummondville, Quebec",598
2011,"Drummondville, Quebec",615
2012,"Drummondville, Quebec",605
2013,"Drummondville, Quebec",626
2009,"Drummondville, Quebec",361
2010,"Drummondville, Quebec",363
2011,"Drummondville, Quebec",379
2012,"Drummondville, Quebec",377
2013,"Drummondville, Quebec",378
2009,"Drummondville, Quebec",494
2010,"Drummondville, Quebec",500
2011,"Drummondville, Quebec",498
2012,"Drummondville, Quebec",474
2013,"Drummondville, Quebec",488
2009,"Drummondville, Quebec",535
2010,"Drummondville, Quebec",538
2011,"Drummondville, Quebec",540
2012,"Drummondville, Quebec",541
2013,"Drummondville, Quebec",553
2009,"Drummondville, Quebec",570
2010,"Drummondville, Quebec",602
2011,"Drummondville, Quebec",624
2012,"Drummondville, Quebec",589
2013,"Drummondville, Quebec",602
2009,"Gaspé, Quebec",363
2010,"Gaspé, Quebec",365
2011,"Gaspé, Quebec",368
2012,"Gaspé, Quebec",375
2013,"Gaspé, Quebec",383
2009,"Gaspé, Quebec",435
2010,"Gaspé, Quebec",453
2011,"Gaspé, Quebec",454
2012,"Gaspé, Quebec",462
2013,"Gaspé, Quebec",469
2009,"Gaspé, Quebec",509
2010,"Gaspé, Quebec",516
2011,"Gaspé, Quebec",527
2012,"Gaspé, Quebec",542
2013,"Gaspé, Quebec",551
2009,"Gaspé, Quebec",544
2010,"Gaspé, Quebec",550
2011,"Gaspé, Quebec",560
2012,"Gaspé, Quebec",587
2013,"Gaspé, Quebec",598
2009,"Gaspé, Quebec",..
2010,"Gaspé, Quebec",..
2011,"Gaspé, Quebec",..
2012,"Gaspé, Quebec",..
2013,"Gaspé, Quebec",..
2009,"Gaspé, Quebec",F
2010,"Gaspé, Quebec",F
2011,"Gaspé, Quebec",F
2012,"Gaspé, Quebec",F
2013,"Gaspé, Quebec",F
2009,"Gaspé, Quebec",F
2010,"Gaspé, Quebec",F
2011,"Gaspé, Quebec",F
2012,"Gaspé, Quebec",F
2013,"Gaspé, Quebec",F
2009,"Gaspé, Quebec",F
2010,"Gaspé, Quebec",F
2011,"Gaspé, Quebec",F
2012,"Gaspé, Quebec",F
2013,"Gaspé, Quebec",F
2009,"Gaspé, Quebec",363
2010,"Gaspé, Quebec",365
2011,"Gaspé, Quebec",368
2012,"Gaspé, Quebec",375
2013,"Gaspé, Quebec",383
2009,"Gaspé, Quebec",428
2010,"Gaspé, Quebec",447
2011,"Gaspé, Quebec",449
2012,"Gaspé, Quebec",456
2013,"Gaspé, Quebec",463
2009,"Gaspé, Quebec",507
2010,"Gaspé, Quebec",514
2011,"Gaspé, Quebec",525
2012,"Gaspé, Quebec",540
2013,"Gaspé, Quebec",550
2009,"Gaspé, Quebec",542
2010,"Gaspé, Quebec",548
2011,"Gaspé, Quebec",558
2012,"Gaspé, Quebec",586
2013,"Gaspé, Quebec",597
2009,"Gaspé, Quebec",360
2010,"Gaspé, Quebec",361
2011,"Gaspé, Quebec",365
2012,"Gaspé, Quebec",371
2013,"Gaspé, Quebec",379
2009,"Gaspé, Quebec",429
2010,"Gaspé, Quebec",440
2011,"Gaspé, Quebec",448
2012,"Gaspé, Quebec",454
2013,"Gaspé, Quebec",462
2009,"Gaspé, Quebec",510
2010,"Gaspé, Quebec",515
2011,"Gaspé, Quebec",527
2012,"Gaspé, Quebec",542
2013,"Gaspé, Quebec",550
2009,"Gaspé, Quebec",524
2010,"Gaspé, Quebec",528
2011,"Gaspé, Quebec",537
2012,"Gaspé, Quebec",567
2013,"Gaspé, Quebec",578
2009,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",511
2010,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",518
2011,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",526
2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",528
2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",550
2009,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",590
2010,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",606
2011,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",616
2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",628
2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",617
2009,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",691
2010,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",712
2011,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",732
2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",744
2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",745
2009,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",790
2010,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",810
2011,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",825
2012,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",833
2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",832
2009,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",..
2010,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",..
